Name,detail
ช่วยด้วยช่่วยกันนะ,ณ<_>เมืองใหญ่แห่งหนึ่งมีบ้านและตึกสูงจำนวนมาก<_>มีผู้คนอาศัยอยู่ในเมืองแห่งนี้อย่างหนาแน่น<_>และคนส่วนใหญ่ก็เลือกอยู่ในตึกสูงที่เรียกว่าคอนโดมิเนียม<_>เพราะมีสิ่งอำนวยความสะดวกมากมาย<_>ครอบครัวของน้องเอมก็อาศัยอยู่ที่ตึกคอนโดแสนสุข<_>ซึ่งพ่อกับแม่คิดว่านอกจากความสะดวกสบายยังมีเพื่อนบ้านจำนวนมาก<_>เพื่อนบ้านที่นี่ดูแลและช่วยเหลือกันเสมอ<_>นอกจากนี้ยังมีร้านค้าขายของใช้ที่จำเป็นและร้านอาหารแสนอร่อยให้น้องเอมได้อิ่มอร่อย<_>อยู่มาวันหนึ่งน้องเอมไม่สามารถลงไปเที่ยวเล่นได้ตามใจชอบเหมือนเคยเกิดอะไรขึ้นติดตามได้ใน<ชื่อรายการ>ช่วง<_>ภาษาน่ารู้<_>สำนวนไทย<_>บัวไม่ช้ำน้ำไม่ขุุ่น<_>คำว่า<_>ช้ำ<_>และ<_>ขุ่น
ม้าน้อยจอมเกเร,ณ<_>ทุ่งหญ้าที่แสนกว้างใหญ่<_>มีสัตว์มากมายอาศัยอยู่ร่วมกันอย่างมีความสุข<_>แต่มีเจ้าม้าน้อยตัวหนึ่งที่มีนิสัยเกเร<_>ก้าวร้าว<_>มันชอบรังแกเพื่อนสัตว์ด้วยกันเสมอ<_>วันหนึ่งเจ้าม้าน้อย<_>กำลังมีความสุขกับการเดินเที่ยวเล่นในป่า<_>ทันใดนั้นเองมันก็เห็นฝูงแกะน้อย<_>กำลังก้มกินน้ำในหนองน้ำมันจึงแกล้งวิ่งเร็วๆ<_>เข้าไปกลางฝูงเพื่อให้พวกแกะน้อยตกใจ<_>ฝูงแกะน้อยตกใจวิ่งกระจัดกระจายกันไปคนละทิศละทาง<_>แต่แกะน้อยก็ไม่ลืมที่จะบอกกับเจ้าม้าน้อยจอมเกเรว่า<_>ทำแบบนี้จะไม่มีสัตว์ตัวไหนเล่นด้วยและคบมันเป็นเพื่อนอีก<_>ต่อจากนั้นจะเกิดอะไรขึ้นติดตามได้ใน<ชื่อรายการ>ช่วงห้องสมุดใต้ทะเล<_>ตอน<_>เต่าทะเลที่มีขนาดใหญ่ที่สุดในโลก
สามซุปเปอร์จิ๋ว,ณ<_>ป่าใหญ่แห่งหนึ่งซึ่งมีสัตว์มากมายอาศัยอยู่ร่วมกัน<_>สัตว์ส่วนใหญ่ในป่านี้ชอบเล่นกีฬามาก<_>โดยเฉพาะทีมจอมแก่นประจำป่าซึ่งประกอบด้วย<_>หมูน้อย<_>ลิงน้อย<_>และ<_>ลาน้อย<_>ทุกตัวชอบเตะฟุตบอลมาก<_>จึงตั้งทีมฟุตบอล<_>ชื่อว่าสามซุปเปอร์จิ๋ว<_>ทั้งสามมักจะท้าแข่งฟุตบอลกับทีมอื่นๆ<_>เป็นประจำ<_>ซึ่งก็จะได้รับชัยชนะกลับมาทุกครั้ง<_>จนเป็นที่กล่าวถึงไปทั่วป่าแห่งนี้รวมไปถึงป่าที่อยู่ใกล้เคียงด้วย<_>วันนี้ทีมซุปเปอร์จิ๋วฟิตซ้อมกันอย่างหนักเพื่อเตรียมลงแข่งขันนัดต่อไป<_>แต่จะชนะหรือไม่<_>ติดตามได้ใน<ชื่อรายการ>ช่วงห้องสมุดใต้ทะเล<_>ตอน<_>การเขียนของเด็กในแต่ละวัย
ม้าลายและทีม,ณ<_>โรงเรียนป่าหรรษา<_>คุณครูฮิปโปได้ให้นักเรียนในห้องแบ่งกลุ่มเพื่อทำงานประดิษฐ์<_>และให้เลือกหัวหน้ากลุ่มเพื่อรับผิดชอบดูแลทีมด้วย<_>และวันนี้เป็นวันที่นักเรียนทุกกลุ่มต้องนำผลงานประดิษฐ์มาส่ง<_>เริ่มจากกลุ่มหนึ่งที่มีม้าลาย<_>และหนูจี๊ด<_>นำเสนอโคมไฟประดิษฐ์จากขวดพลาสติกที่เหลือใช้และสามารถใช้งานได้จริง<_>คุณครูฮิปโปชมว่าเก่งและดีมากที่ช่วยกันคิดช่วยกันทำ<_>นอกจากนี้ยังมีเรื่องที่ครูฮิปโปให้เด็กๆ<_>ได้เรียนรู้<_>แต่จะเป็นอะไรติดตามได้ใน<ชื่อรายการ>ช่วงห้องสมุดใต้ทะเล<_>ตอน<_>ปลาตีนเอกลักษณ์ป่าชายเลน
กบน้อยในบึงบัว,กาลครั้งหนึ่งในบึงบัวอันกว้างใหญ่<_>มีเจ้ากบอาศัยอยู่เป็นจำนวนมาก<_>พวกมันชอบกระโดดไปมาจากโขดหินเล็กไปยังโขดหินใหญ่สลับไปมาอย่างสนุกสนาน<_>และร้องเพลงอย่างมีความสุข<_>โดยเฉพาะเจ้ากบน้อยที่อารมณ์ดีร้องเพลงได้ทั้งวัน<_>กบอีกตัวที่ดูจะมีความสุขมากก็คือกบอ้วนที่ชอบชวนเพื่อน<_>ๆ<_>ไปเล่นแถวขอบบึงบ่อย<_>ๆ<_>และครั้งนี้มันก็ชักชวนกบน้อยไปเที่ยวเล่นด้วย<_>เจ้ากบสองตัวพากันกระโดดไปยังขอบบึงบัวอันกว้างใหญ่<_>ระหว่างทางจะพบเจออะไรบ้างติดตามได้ใน<ชื่อรายการ> ช่วง<_>ห้องสมุดใต้ทะเล<_>ตอน<_>แปรงฟันให้ถูกวิธีกันเถอะ
เสื้อสีแดงของน้องกระต่าย,"ทางเหนือของป่าที่ร่มรื่นแห่งหนึ่ง<_>ในบ้านโพรงกระต่าย<_>แม่กระต่ายเพิ่งคลอดน้องกระต่าย<_>กระต่ายขาวดีใจแถมยังอาสาช่วยแม่ซักผ้าตากผ้าน้องอีกด้วย<_>วันหนึ่งขณะที่กระต่ายขาวกำลังจะไปเก็บผ้า<_>แต่มีลมพัดมาอย่างแรงกระต่ายขาวเห็นเสื้อสีแดงของน้องปลิวไปตามลมเพราะกระต่ายขาวและรีบจนลืมใช้ไม้หนีบผ้า<_>""แย่แล้วๆ<_>ต้องตามไปเก็บ<_>ลอยไปทางไหนนะ<_>ไปทางขวาก็แล้วกัน""<_>กระต่ายขาวจะตามเสื้อของน้องกระต่ายพบหรือไม่<_>และจะมีใครช่วยหรือเปล่า<_>ติดตามได้ใน<ชื่อรายการ>ช่วง<_>ห้องสมุดใต้ทะเล<_>ตอน<_>ขนาดของหัวช้าง"
พี่ช้างเบิ้ม,ในป่าแห่งหนึ่งมีบึงเล็กๆ<_>บึงหนึ่งเป็นที่อาศัยสำหรับพวกสัตว์ต่างๆ<_>ซึ่งจะมาเล่นน้ำ<_>กันในหน้าร้อนวันหนึ่งพี่เบิ้มช้างตัวใหญ่เพิ่งมาเล่นน้ำที่บึงน้ำแห่งนี้แล้วเกิดติดใจไม่ยอมไปไหนเล่นน้ำในบึงทั้งวันทั้งคืน<_>ทำให้ลูกสัตว์ทั้งหลายไม่กล้าลงเล่นน้ำเพราะกลัวพี่เบิ้ม<_>เหล่าลูกสัตว์จึงไปบอกสิงโตเจ้าป่าให้ช่วยหาวิธีให้พี่เบิ้มขึ้นจากน้ำ<_>สิงโตเจ้าป่ารับปากจะช่วย<_>แต่เมื่อเพื่อนของสิงโตเจ้าป่ารับรู้เรื่องนี้จึงอาสาไปเจรจากับพี่ช้างเบิ้มให้<_>เพื่อนของสิงโตเจ้าปาคือใครและจะใช้วิธีไหนเจรจากับพี่ช้างเบิ้ม<_>ติดตามได้ใน<ชื่อรายการ>
แปลงผักจิ๋ว,ลุงมีกับป้ามาสองสามีภรรยาปลูกผักขายมาตั้งแต่เป็นหนุ่มสาว<_>ทุกๆ<_>วัน<_>ทั้งสองช่วยกันดูแลแปลงผักด้วยความรัก<_>จนวันหนึ่งเกิดเรื่องประหลาดผักที่เคยเก็บได้จากแปลงผักจู่ๆ<_>ก็เล็กลงกว่าขนาดปกติมากมายจนเรียกว่าเป็นขนาดจิ๋ว<_>ลุงและป้าแปลกใจมากว่าเกิดอะไรขึ้นกับแปลงผัก<_>แถมผักจิ๋วยังมีจำนวนมากกว่าเดิม<_>ถ้าไม่มีใครมาช่วยเก็บไปขายให้ทันเวลาผักก็จะเหี่ยวเฉาตาย<_>ลุงกับป้าจะไปขอร้องให้ใครมาช่วยบ้าง<_>ติดตามได้ใน<ชื่อรายการ>
ต้นมะม่วงสองต้น,กาลครั้งหนึ่งนานมาแล้ว<_>ณ<_>บ้านเล็กๆ<_>หลังหนึ่งเจ้าของบ้านปลูกต้นมะม่วงไว้สองต้น<_>เจ้าของดูแลใส่ปุ๋ยรดน้ำพรวนดินมะม่วงทั้งสองต้นเป็นอย่างดี<_>จนเมื่อถึงเวลาผลิดอกออกผลกลับมีต้นมะม่วงเพียงต้นหนึ่งที่ออกผลมะม่วงดกเต็มต้น<_>ส่วนอีกต้นหนึ่งมีแต่ใบดกหนาเต็มต้นทำให้เกิดความอิจฉาแต่มันกลับพูดให้มะม่วงลูกดกคิดว่า<_>เจ้านายรักมันมากกว่าถึงใช้งานให้มะม่วงผลดกออกผล<_>และ<_>มันยังมีความสมบูรณ์แข็งแรงและลำต้นใหญ่กว่า<_>มะม่วงใบดกจะออกผลได้หรือไม่<_>ติดตามได้ใน<ชื่อรายการ>
ดาวเกเร,กาลครั้งหนึ่งในดินแดนทางช้างเผือกยังมีดาวเคราะห์เกเรดวงหนึ่งชอบปล่อยอุกาบาตให้ชนดวงดาวอื่น<_>วันหนึ่งดาวเกเรแอบไปเล่นสไลเดอร์ที่วงแหวนของดาวเสาร์เมื่อเล่นจนเหนื่อยแล้วก็แอบปาอุกาบาตใส่ดาวเสาร์<_>จากนั้นก็ลอยหายไปอย่างรวดเร็ว<_>ดาวเสาร์โมโหจึงไปคุยกับดาวอังคาร<_>ซึ่งก่อนหน้านั้นดาวเกเรก็เพิ่งปาอุกาบาตรใส่ดาวอังคาร<_>ทั้งสอง<_>จึงชวนกันไปหาดาวพุธที่อยู่ใกล้กับดวงอาทิตย์มากที่สุด<_>เมื่อไปถึงดาวพุธกำลังเอาน้ำแข็งโปะหัวที่ปูดโนพอดี<_>เมื่อได้คุยกันก็รู้ว่าสาเหตุมาจากดาวเกเรเช่นเดียวกัน<_>ดวงอาทิตย์จะช่วยแก้ปัญหาได้หรือไม่ติดตามได้ใน<ชื่อรายการ>
จักรยานของโก้,"เด็กชายแม๊กมีจักรยานสีแดงสองล้อซึ่งเป็นคันเก่าของพี่โม่<_>ถึงแม้จะเก่าแต่ยังใช้งานได้ไม่เคยเกเรเพราะสองพี่น้องดูแลจักรยานสีแดงเป็นอย่างดี<_>แม๊กชอบปั่นจักยานไปโรงเรียนเพราะบ้านอยู่ใกล้โรงเรียน<_>เช้าวันหนึ่งขณะที่แม๊กกำลังปั่นจักรยานไปโรงเรียน<_>เขาได้ยินเสียงกระดิ่งจักรยานดังก้อง<_>""กริ๊งๆถอยหน่อยๆ<_>ใครขวางทางจะปั่นชนเลยนะ""<_>เสียงโก้ตะโกน<_>เขาตะโกนตลอดทางจนแม๊กต้องหลบข้างทาง<_>เพราะโก้คิดว่าไม่มีใครสู้สายฟ้าจักรยานของเค้าได้เพราะโก้เข้าใจว่าจักรยานซื้อมาราคาแพงและไม่มีทางล้ม<_>แต่ความเป็นจริงจะเป็นอย่างไร<_>ติดตามได้ใน<ชื่อรายการ>"
ข้อตกลงของหมาป่า,ณ<_>ป่าที่อุดมไปด้วยพืชพรรณไม้ใหญ่น้อย<_>ในตอนนี้พืชพรรณทั้งหลายกลับลดลงอย่างน่าใจหายเพราะถูกกวางฝูงใหญ่เล็มกินจนแทบไม่เหลือ<_>ชาวบ้านทั้งหลายต่างเดือดร้อนเป็นอันมากเพราะต้องพึ่งพาพืชผลแห่งป่านี้มากกว่าการล่ากวาง<_>หัวหน้าหมู่บ้านจึงเรียกระดมความคิดจากชาวบ้านจนตกลงกันว่าจะไปเจรจากับหมาป่าที่เคยอาศัยในป่าแห่งนี้<_>ในวันรุ่งขึ้นหัวหน้าพร้อมกับชาวบ้านจำนวนหนึ่งเดินทางไปหาหมาป่าที่ถ้ำซึ่งอยู่อีกฟากของแม่น้ำ<_>หมาป่าจะช่วยชาวบ้านหรือไม่และมีข้อตกลงอะไรติตามได้ใน<ชื่อรายการ> ช่วงห้องสมุดใต้ทะเล<_>ตอน<_>ทำไมแร้งกินซากสัตว์แต่ไม่เคยป่วย
ช่วยด้วยพระจันทร์ตกน้ำ,"กาลครั้งหนึ่งที่ริมน้ำแห่งหนึ่งในคืนพระจันทร์วันเพ็ญ<_>เต่ามองเห็นพระจันทร์อยู่ในน้ำก็ตกใจจึงรีบเดินเต็มกำลังไปแจ้งข่าวเพื่อน<_>""แน่ใจนะเต่าน้อยที่เจ้าเห็นพระจันทร์ตกน้ำน่ะ""<_>นกฮูกถาม<_>เต่าผงกหัวรัวๆ<_>""เอาแบบนี้เดี๋ยวชวนทุกคนไปดูพร้อมๆกันเลย""<_>เมื่อนกฮูกบินมาถึงริมน้ำพร้อมกับเพื่อนๆ<_>ทุกตัวต่างโวยวายกับภาพที่เห็นจึงคิดหาทางช่วยพระจันทร์ขึ้นจากน้ำให้ได้<_>แต่พยายามเท่าไหร่ก็ไม่สามารถช่วยพระจันทร์ขึ้นจากน้ำได้<_>บรรดาสัตว์จะทำอย่างไรติดตามได้ใน<ชื่อรายการ>ช่วงห้องสมุดใต้ทะเล<_>ตอน<_>ร้อนนี้ต้องสีแดง"
ช้างน้อยอยากมีเพื่อน,วันเปิดเทอมวันแรกของโรงเรียนอนุบาลสัตว์น้อยหรรษา<_>มีพ่อแม่ของสมาชิกสัตว์ในป่าจูงมือเจ้าตัวน้อยๆ<_>ไม่ว่าจะเป็นเจ้ากวาง<_>เจ้าลิง<_>เจ้ากระต่าย<_>เจ้ากระรอก<_>เจ้าหมูป่า<_>และเจ้าช้างน้อย<_>มาเข้าโรงเรียนวันแรก<_>คุณครูม้าลาย<_>เรียกให้เด็ก<_>ๆ<_>มารวมตัวกันใต้ต้นไม้<_>แล้วให้แนะนำตัว<_>ทุกตัวต่างยิ้มแย้มและดีใจที่จะได้มีเพื่อนใหม่<_>เมื่อถึงเวลาพักกลางวันครูม้าลายบอกให้เด็ก<_>ๆ<_>นำกล้วยไปแบ่งกันกินแต่ในระหว่างที่ทุกตัวกำลังจะหยิบกล้วยไปกิน<_>เจ้าช้างน้อยก็เข้ามาร่วมวงแล้วเอางวงมาหยิบกล้วยทั้งหมดเข้าปากไป<_>เพื่อนๆ<_>ต่างก็อดกินกล้วย<_>ช้างน้อยจะมีพฤติกรรมอะไรอีก<_>ติดตามได้ใน<ชื่อรายการ>ช่วงภาษาน่ารู้<_>สำนวนไทย<_>ร่มโพธิ์ร่มไทร<_>คำว่า<_>โพธิ์<_>และ<_>ไทร
จิ้งจอกยอดนักวิ่ง,ณ<_>กลางป่าที่แสนอุดมสมบูรณ์<_>มีทุ่งหญ้าขึ้นเขียวขจีเหมาะแก่การวิ่งออกกำลังกายยามเช้าของบรรดาสัตว์ทั้งหลาย<_>ซึ่งจะเป็นใครไปไม่ได้<_>นอกจากหมาจิ้งจอกผู้ปราดเปรียว<_>มีชื่อเสียงโด่งดังมากในเรื่องความเร็ว<_>จิ้งจอกจึงมั่นใจในฝีเท้าที่ว่องไวของตัวเองอย่างมาก<_>ทุกวันเจ้าจิ้งจอกจะขอท้าวิ่งแข่งกับสัตว์ทุกตัวที่อยากประลองความเร็วกับมัน<_>วันนี้ก็อีกเช่นกัน<_>มีผู้ท้าแข่งเพียงสองตัวเท่านั้น<_>คือ<_>กวางกับกระต่าย<_>เริ่มต้นการแข่งขันสัตว์ทั้งสามพุ่งตัวออกจากจุดสตาร์ทอย่างเต็มฝีเท้า<_>กวางเริ่มนำขึ้นไปเป็นตัวแรก<_>ตามด้วยจิ้งจอกและกระต่ายรั้งท้าย<_>ใครจะเป็นผู้ชนะ<_>ติดตามได้ใน<ชื่อรายการ>ช่วงภาษาน่ารู้สำนวนไทย<_>สองฝักสองฝ่าย<_>คำว่า<_>ฝัก<_>และ<_>ฝ่าย
ลิงน้อยพูดไม่ได้,เช้าวันนี้อากาศแจ่มใสเป็นพิเศษ<_>สัตว์ทุกตัวตื่นแต่เช้าเพื่อไปโรงเรียน<_>กระรอก<_>เม่น<_>และ<_>เต่า<_>เป็นเพื่อนรักกันมักไปและกลับจากโรงเรียนพร้อมกันเสมอ<_>วันนี้ที่ห้องเรียนของทั้งสามมีเพื่อนใหม่มาเรียนเป็นวันแรก<_>คุณครูประจำชั้นแนะนำให้เพื่อนๆ<_>รู้จักกับลิงน้อยสมาชิกใหม่ของห้องเรียน<_>ตอนนี้ลิงน้อยแนะนำตัวก็จะพูดเบา<_>ๆ<_>จนเพื่อนแทบไม่ได้ยิน<_>เพราะลิงน้อยไม่กล้าอ้าปากกว้างมากนัก<_>ความลับของลิงน้อยคืออะไร<_>ติดตามได้ใน<ชื่อรายการ>ช่วงห้องสมุดใต้ทะเล<_>ตอน<_>หม้อข้าวหม้อแกงลิงคืออะไรนะ
แว่นตาของป้าหมี,ป้าหมีเป็นช่างเย็บผ้าฝีมือดีที่สุดคนเดียวในหมู่บ้าน<_>แต่วันหนึ่งขณะที่ป้าหมีกำลังจะนั่งเก้าอี้ก้นป้าหมีก็ทับสิ่งของอย่างหนึ่งหัก<_>ทำให้ป้าหมีเย็บผ้าไม่ได้<_>ผู้คนในหมู่บ้านจึงเดือดร้อนกันใหญ่<_>ลูกหมูบอกแม่ว่าเสื้อนักเรียนขาดเป็นรูใหญ่มากเอาไปให้ป้าหมีซ่อมได้หรือเปล่า<_>แต่แม่หมูบอกว่ายังไม่ได้<_>ลูกม้าก็มาหาป้าหมีที่บ้านเพราะอยากให้ป้าหมีเย็บหมวกให้แม่ม้าไว้ใส่ทำงาน<_>แต่ป้าหมีก็ตอบว่ายังเย็บไม่ได้<_>แถมยังให้ลูกม้าช่วยเก็บผ้าที่ตามไว้เมื่อวันก่อนให้ด้วยเหตุผลเดียวกับที่เย็บผ้าไม่ได้<_>เพราะอะไรทำไมป้าหมีจึงเย็บผ้าไม่ได้ติดตามได้ใน<ชื่อรายการ>ช่วงห้องสมุดใต้ทะเล<_>ตอน<_>คลายร้อนง่ายๆ<_>สไตล์วาฬ
ตุ๊กตาหาย,"""แม่ขา<_>แม่ขา<_>แม่เห็นจ้ะจ๋าไหมคะ""<_>ปอวิ่งมาหาแม่ในครัวหลังจากที่กลับมาจากตลาดด้วยกัน<_>""ไม่เห็นเลยจ้ะ<_>หนูเอาไปตลาดด้วยไม่ใช่เหรอจ้ะ""<_>""ใช่ค่ะ<_>หรือจ้ะจ๋าจะหายไปคะแม่<_>ปอไม่แน่ใจว่าตอนที่ซื้อขนมครกแล้วลืมจ้ะจ๋าไว้ที่ร้านหรือเปล่า<_>เพราะตอนนั้นกำลังเก็บเงินทอนแล้วแม่เรียกปอพอดี""<_>""ไม่เป็นไร<_>จริงๆจ้ะจ๋าก็เก่ามากแล้ว<_>ปอเองก็มีตุ๊กตาหลายตัวไม่ใช่เหรอ""<_>คืนนั้นปอแอบร้องไห้ไม่ให้พ่อกับแม่เห็น<_>""ขอโทษด้วยนะจ้ะจ๋าฉันไม่น่าลืมเธอไว้เลย""<_>ปอพึมพำก่อนจะนอนร้องไห้หลับไป<_>ทำไมจ้ะจ๋าถึงสำคัญกับปอมากและปอจะทำอย่างไรต่อไป<_>ติดตามได้ใน<ชื่อรายการ>ช่วงห้องสมุดใต้ทะเล<_>ตอน<_>ร่างกายพังพอนต้านพิษงูได้จริงหรือ"
ของขวัญของเจ้าป่า,"พรุ่งนี้จะเป็นวันเกิดของสิงโต<_>บรรดาสัตว์ป่าทั้งหลายต่างวุ่นวายกับการเตรียมของขวัญให้เจ้าป่าประทับใจ<_>โดยยีราฟจะนำยอดใบไม้สวยๆสดๆที่อยู่บนสุดของทุกต้นมาทำเป็นมงกุฎให้เจ้าป่าน่าใส่น่าจะสง่างามแล้วก็ไม่เหมือนใคร<_>ส่วนงูเหลือมก็คิดหนักว่าจะเอาอะไรให้กับท่านเจ้าป่า<_>จึงถามหนูว่าจะมอบอะไรเป็นของขวัญให้เจ้าป่า<_>เจ้าหนูที่นั่งเอนพิงก้อนหินอย่างสบายอารมณ์กลับตอบว่า""ไม่เห็นจะต้องเตรียมอะไรมากมายเลย<_>พวกเธอวุ่นวายกันไปเอง""<_>เมื่อถึงงานวันเกิดของเจ้าป่างเจ้าหนูจะมอบอะไรเป็นของขวัญให้เจ้าป่าติดตามได้ใน<ชื่อรายการ>ช่วงห้องสมุดใต้ทะเล<_>ตอน<_>พังพอนสัตว์สุดฉลาด"
กระรอกกับหมาป่าจอมโว,"ชายป่าแห่งหนึ่งกระรอกน้อยวิ่งเล่นอยู่บนต้นไม้อย่างสนุกสนาน<_>ทำให้หมาป่าที่นั่งดูอยู่นานรู้สึกไม่ชอบใจจึงพูดขึ้นว่า<_>""เจ้ากระรอกวันๆ<_>เอาแต่วิ่งเล่นไปมา<_>ข้าเห็นเจ้าแล้วก็ปวดหัว<_>เจ้านี่สบายนะหาลูกไม้กินไปวันๆไม่เหมือนข้าที่ต้องใช้ความเก่งกาจถึงจะล่าเหยื่อมาได้<_>ทำให้ข้าไม่เคยกลัวใครในป่าแห่งนี้แล้ว""<_>หมาป่าคุยโว<_>""โอ้โห<_>ท่านหมาป่าข้าก็เชื่อเช่นนั้นถ้าดูจากบาดแผลเป็นของท่านคงจะสู้มาไม่น้อย""<_>กระรอกน้อยเริ่มสนใจลงมาคุยกับหมาป่าใต้ต้นไม้<_>หมาป่าจะพูดอย่างไรต่อไป<_>ติดตามได้ใน<ชื่อรายการ>ช่วงห้องสมุดใต้ทะเล<_>ตอน<_>ที่พักของงวงช้าง"
เจ้ากระต่ายสีดำ,ป่าใหญ่แห่งหนึ่งมีเจ้าต่ายขาวและเจ้าต่ายดำเป็นเพื่อนกันมาตั้งแต่เด็กๆ<_>กินด้วยกัน<_>นอนด้วยกัน<_>เล่นด้วยกันไปไหนไปกัน<_>ท่องเที่ยวไปทั่วป่าผืนใหญ่อย่างสนุกสนาน<_>เจ้าต่ายดำมักจะชื่นชมความขาวสะอาดและความนุ่มนิ่มน่ารักของเจ้าต่ายขาว<_>ที่ดูสดใสสบายตา<_>ไม่ดำปิ๊ดปี๋เหมือนของตัวเอง<_>เมื่อเจอเพื่อนสัตว์ตัวอื่นๆ<_>ก็มักจะชื่นชมในความงามของเจ้าต่ายขาวอยู่เสมออยู่มาวันหนึ่งทั้งสองเดินเล่นไปถึงลำธารที่มีน้ำใสไหลเย็นและมีขอนไม้ใหญ่พาดอยู่<_>ทั้งสองเดินบนขอนไม้เพื่อข้ามลำธาร<_>และชะโงกดูเงาของมัน<_>เมื่อเจ้ากระต่ายดำมองเงาตัวเองที่อยู่ในน้ำก็รู้สึกไม่พอใจสีขนตัวเอง<_>มันจะทำอย่างไรต่อไป<_>ติดตามได้ใน<ชื่อรายการ>ช่วงภาษาน่ารู้สำนวนไทย<_>หัวหายตะพายขาด<_>คำว่า<_>ตะพาย<_>และ<_>หาย
ค้างคาวพูดเพราะ,ในป่าใหญ่แห่งหนึ่งที่มีสัตว์น้อยใหญ่อาศัยอยู่มากมายป่าแห่งนี้มีช้างเบิ้มเป็นเจ้าป่า<_>เพราะตัวใหญ่ที่สุด<_>ช้างเบิ้มเป็นช้างที่กล้าหาญจึงปกครองป่าอย่างมีความสุขตลอดมา<_>แต่แล้ววันหนึ่งก็เกิดความเดือนร้อนขึ้นในป่าแห่งนี้กันกันถ้วนหน้า<_>เมื่ออยู่ๆ<_>พระอาทิตย์ที่มีหน้าที่ส่องแสงสว่างเกิดขี้เกียจแล้วก็นอนตื่นสายติดต่อกันเป็นเดือน<_>แม่กา<_>ค้างคาว<_>และ<_>กระต่าย<_>ได้รับความเดือนร้อนจากการที่พระอาทิตย์นอนตื่นสายเพราะพวกมันไม่รู้ว่าตอนนี้เป็นเวลาอะไร<_>ทุกตัวจึงลงความเห็นว่าควรไปขอความช่วยเหลือจากช้างเบิ้มเจ้าป่า<_>ช้างเบิ้มจะช่วยแก้ปัญหาได้หรือไม่<_>ติดตามใน<ชื่อรายการ> ช่วงภาษาน่ารู้สำนวนไทย<_>กลัวดอกพิกุลจะร่วง<_>คำว่า<_>พิกุล<_>และ<_>ร่วง
ม้าจอมขี้เซา,ณ<_>ฟาร์มเลี้ยงม้าแห่งหนึ่งที่มีม้าอาศัยอยู่ร่วมกันจำนวนมาก<_>ทุกๆ<_>เช้าม้าทุกตัวก็จะตื่นมากินอาหารอย่างมีความสุข<_>และม้าทุกตัวก็จะได้รับการดูแลเป็นอย่างดี<_>ยกเว้นม้าที่มีชื่อว่า<_>สีนิล<_>ซึ่งมันเป็นม้าที่ขี้เกียจเอาแต่นอนจนใครๆ<_>ก็เรียกมันว่าสีนิลจอมขี้เซา<_>และด้วยความขี้เกียจทำให้มันไม่เคยตื่นมากินอาหารทันม้าตัวอื่น<_>ไม่ว่าใครจะพูดอย่างไรมันก็ไม่ยอมปรับปรุงตัว<_>อยู่มาวันหนึ่งเจ้าของฟาร์มจึงพูดกับมันว่าจะนำมันไปขายให้พ่อค้า<_>สีนิลนอนคิดหาวิธีเอาตัวรอดทั้งคืนและมันก็รู้ว่ามันต้องทำอย่างไร<_>ติดตามได้ใน<ชื่อรายการ>ช่วงห้องสมุดใต้ทะเล<_>ตอน<_>เจอหมีแล้วแกล้งตายจะปลอดภัยจริงหรือ
ไม่เอาไม่แทะ,"""ครูขาช้างน้อยแทะดินสออีกแล้วค่ะ<_>วันนี้หยิบของหนูไปแทะด้วย""<_>ลูกหมีฟ้องครู<_>""ดินสอของเธอที่ไหนกันลูกหมีนี่ของฉัน<_>อ้าววฉันหยิบผิดเอง<_>ขอโทษด้วยนะลูกหมี""<_>ช้างน้อยพูดพลางโบกงวงไปมา<_>แต่พอนั่งเรียนไปได้สักพักก็แทะปลายดินสอเล่นตามเคย<_>แต่แล้วเหตุการณ์วุ่นวายก็เกิดขึ้นเพราะลูกช้างปวดท้องร้องโอดครวญเอามือกุมท้อง<_>เพื่อนๆ<_>ต้องช่วยกันพยุงช้างน้อยไปที่ห้องพยาบาล<_>คุณครูหมอต่ายสอบถามอาการอย่างละเอียดจนสรุปว่าที่ช้างน้อยปวดท้องเพราะอะไร<_>ติดตามได้ใน<ชื่อรายการ>ช่วงห้องสมุดใต้ทะเล<_>ตอน<_>มารู้จักทวนกันเถอะ"
แมลงกับกระต่าย,ป่าแห่งหนึ่งเจ้ากระต่ายคุยโวเสียงดังลั่นหลังจากเที่ยวไปท้าแข่งใครต่อใครในป่าแม้แต่เต่าตัวน้อยว่า<_>คงจะไม่มีใครเร็วและทำอะไรว่องไวกว่ามันอีกแล้ว<_>เมื่อแมลงวันตัวหนึ่งบินผ่านมาได้ยินก็อยากแกล้งกระต่ายขี้โม้เลยบินเข้ามาใกล้ๆ<_>มันแกล้งบินวนๆ<_>รอบหูยาวๆ<_>ของกระต่ายให้รำคาญเล่นแล้วมาหยุดเกาะที่จมูกกระต่าย<_>กระต่ายไม่ชอบแมลงวันมาตอมมันจึงปัดซ้ายปัดขวาแต่แมลงวันก็บินหลบได้<_>แถมมันบินวนถี่ขึ้นไปอีก<_>กระต่ายรอจังหวะยกมือตบแมลงวัน<_>แต่ไม่โดนกลับกลายเป็นการตีหน้าตัวเอง<_>ยิ่งทำให้กระต่ายโมโหเข้าไปอีก<_>เจ้ากระต่ายจะทำอย่างไรติดตามได้ใน<ชื่อรายการ>ช่วงห้องสมุดใต้ทะเล<_>ตอน<_>หอกคืออะไรนะ
